name,kind,K,Fp,KxFp,seed,epoch,loss,train_acc,val_acc,test_acc,sec_per_epoch,params
GAT_K1_F8,GAT,1,8,8,0,52,1.6640022993087769,0.8857142857142857,0.646,0.65,0.01592237499426119,11565
GAT_K1_F8,GAT,1,8,8,0,53,1.6553202867507935,0.8857142857142857,0.65,0.655,0.01596483399043791,11565
GAT_K1_F8,GAT,1,8,8,0,54,1.652795433998108,0.9142857142857143,0.652,0.658,0.01671624998562038,11565
GAT_K1_F8,GAT,1,8,8,0,55,1.6316602230072021,0.9285714285714286,0.662,0.665,0.015657750016544014,11565
GAT_K1_F8,GAT,1,8,8,0,56,1.6390705108642578,0.9285714285714286,0.678,0.666,0.016696999984560534,11565
GAT_K1_F8,GAT,1,8,8,0,57,1.62046480178833,0.9357142857142857,0.688,0.671,0.015814667014637962,11565
GAT_K1_F8,GAT,1,8,8,0,58,1.6114259958267212,0.9357142857142857,0.692,0.677,0.016192665993003175,11565
GAT_K1_F8,GAT,1,8,8,0,59,1.6106929779052734,0.9357142857142857,0.694,0.68,0.015609915979439393,11565
GAT_K1_F8,GAT,1,8,8,0,60,1.586300015449524,0.9357142857142857,0.694,0.683,0.016385416995035484,11565
GAT_K1_F8,GAT,1,8,8,0,61,1.6048665046691895,0.9214285714285714,0.694,0.689,0.016342874994734302,11565
GAT_K1_F8,GAT,1,8,8,0,62,1.57306969165802,0.9214285714285714,0.686,0.689,0.01678429200546816,11565
GAT_K1_F8,GAT,1,8,8,0,63,1.5678293704986572,0.9285714285714286,0.688,0.698,0.016156708996277303,11565
GAT_K1_F8,GAT,1,8,8,0,64,1.5513513088226318,0.9285714285714286,0.69,0.703,0.01627187500707805,11565
GAT_K1_F8,GAT,1,8,8,0,65,1.567562222480774,0.9285714285714286,0.688,0.701,0.01614562500617467,11565
GAT_K1_F8,GAT,1,8,8,0,66,1.5533262491226196,0.9357142857142857,0.692,0.707,0.016473625000799075,11565
GAT_K1_F8,GAT,1,8,8,0,67,1.5087592601776123,0.9357142857142857,0.698,0.706,0.01602254100725986,11565
GAT_K1_F8,GAT,1,8,8,0,68,1.5014172792434692,0.9357142857142857,0.702,0.707,0.016312625026330352,11565
GAT_K1_F8,GAT,1,8,8,0,69,1.4939576387405396,0.9357142857142857,0.696,0.704,0.015575041994452477,11565
GAT_K1_F8,GAT,1,8,8,0,70,1.5115824937820435,0.9285714285714286,0.71,0.709,0.01626816700445488,11565
GAT_K1_F8,GAT,1,8,8,0,71,1.4621334075927734,0.9285714285714286,0.706,0.714,0.015747291006846353,11565
GAT_K1_F8,GAT,1,8,8,0,72,1.5119571685791016,0.9285714285714286,0.712,0.719,0.015959874988766387,11565
GAT_K1_F8,GAT,1,8,8,0,73,1.5036715269088745,0.9285714285714286,0.728,0.721,0.015568792005069554,11565
GAT_K1_F8,GAT,1,8,8,0,74,1.471368432044983,0.9285714285714286,0.724,0.723,0.01644312500138767,11565
GAT_K1_F8,GAT,1,8,8,0,75,1.4615074396133423,0.9357142857142857,0.718,0.722,0.01556554198032245,11565
GAT_K1_F8,GAT,1,8,8,0,76,1.448913812637329,0.9357142857142857,0.718,0.719,0.015996709000319242,11565
GAT_K1_F8,GAT,1,8,8,0,77,1.4478648900985718,0.9357142857142857,0.71,0.716,0.015519832988502458,11565
GAT_K1_F8,GAT,1,8,8,0,78,1.3855348825454712,0.9357142857142857,0.702,0.704,0.016160041996045038,11565
GAT_K1_F8,GAT,1,8,8,0,79,1.4405803680419922,0.9357142857142857,0.7,0.704,0.01599487499333918,11565
GAT_K1_F8,GAT,1,8,8,0,80,1.3786230087280273,0.9357142857142857,0.704,0.705,0.016175458003999665,11565
GAT_K1_F8,GAT,1,8,8,0,81,1.3414363861083984,0.9357142857142857,0.714,0.703,0.015490375022636726,11565
GAT_K1_F8,GAT,1,8,8,0,82,1.3880525827407837,0.9285714285714286,0.706,0.702,0.015879667014814913,11565
GAT_K1_F8,GAT,1,8,8,0,83,1.3455305099487305,0.9285714285714286,0.708,0.704,0.015783749986439943,11565
GAT_K1_F8,GAT,1,8,8,0,84,1.3275800943374634,0.9357142857142857,0.706,0.703,0.016345124982763082,11565
GAT_K1_F8,GAT,1,8,8,0,85,1.3416011333465576,0.9357142857142857,0.714,0.704,0.015556250000372529,11565
GAT_K1_F8,GAT,1,8,8,0,86,1.3410333395004272,0.9357142857142857,0.718,0.711,0.01614208400133066,11565
GAT_K1_F8,GAT,1,8,8,0,87,1.3151886463165283,0.95,0.72,0.716,0.015153000014834106,11565
GAT_K1_F8,GAT,1,8,8,0,88,1.264447569847107,0.95,0.724,0.72,0.015435541019542143,11565
GAT_K1_F8,GAT,1,8,8,0,89,1.3428080081939697,0.9571428571428572,0.724,0.725,0.015141834010137245,11565
GAT_K1_F8,GAT,1,8,8,0,90,1.2936688661575317,0.95,0.728,0.725,0.015480083995498717,11565
GAT_K1_F8,GAT,1,8,8,0,91,1.2355469465255737,0.95,0.728,0.723,0.01491695799631998,11565
GAT_K1_F8,GAT,1,8,8,0,92,1.2633297443389893,0.95,0.722,0.726,0.015709375002188608,11565
GAT_K1_F8,GAT,1,8,8,0,93,1.2414621114730835,0.95,0.724,0.727,0.015698374976636842,11565
GAT_K1_F8,GAT,1,8,8,0,94,1.2642619609832764,0.95,0.72,0.725,0.016607124998699874,11565
GAT_K1_F8,GAT,1,8,8,0,95,1.273335576057434,0.95,0.71,0.717,0.015803666989086196,11565
GAT_K1_F8,GAT,1,8,8,0,96,1.2527780532836914,0.9428571428571428,0.706,0.714,0.015821374981896952,11565
GAT_K1_F8,GAT,1,8,8,0,97,1.2658387422561646,0.9357142857142857,0.702,0.709,0.015580667008180171,11565
GAT_K1_F8,GAT,1,8,8,0,98,1.264343023300171,0.9357142857142857,0.694,0.702,0.016288624989101663,11565
GAT_K1_F8,GAT,1,8,8,0,99,1.233240008354187,0.9285714285714286,0.69,0.686,0.01583195899729617,11565
GAT_K1_F8,GAT,1,8,8,0,100,1.1520073413848877,0.9285714285714286,0.688,0.686,0.01620162499602884,11565
GAT_K1_F8,GAT,1,8,8,0,101,1.1927356719970703,0.9285714285714286,0.68,0.684,0.015551165997749195,11565
GAT_K1_F8,GAT,1,8,8,0,102,1.1893072128295898,0.9357142857142857,0.682,0.685,0.016101290995720774,11565
GAT_K1_F8,GAT,1,8,8,0,103,1.180131196975708,0.9357142857142857,0.678,0.68,0.015989958017598838,11565
GAT_K1_F8,GAT,1,8,8,0,104,1.2374873161315918,0.9357142857142857,0.68,0.683,0.016294416011078283,11565
GAT_K1_F8,GAT,1,8,8,0,105,1.1425210237503052,0.9357142857142857,0.68,0.683,0.01571066601900384,11565
GAT_K1_F8,GAT,1,8,8,0,106,1.1140252351760864,0.9357142857142857,0.684,0.686,0.015976708993548527,11565
GAT_K1_F8,GAT,1,8,8,0,107,1.1493390798568726,0.9357142857142857,0.688,0.688,0.015551083022728562,11565
GAT_K1_F8,GAT,1,8,8,0,108,1.1920092105865479,0.9357142857142857,0.688,0.685,0.01605379200191237,11565
GAT_K1_F8,GAT,1,8,8,0,109,1.1320512294769287,0.9357142857142857,0.69,0.683,0.015565000008791685,11565
GAT_K1_F8,GAT,1,8,8,0,110,1.1185535192489624,0.9285714285714286,0.692,0.681,0.015999082999769598,11565
GAT_K1_F8,GAT,1,8,8,0,111,1.1532469987869263,0.9357142857142857,0.694,0.676,0.015405916987219825,11565
GAT_K1_F8,GAT,1,8,8,0,112,1.09804368019104,0.9357142857142857,0.696,0.682,0.016159749997314066,11565
GAT_K1_F8,GAT,1,8,8,0,113,1.1155385971069336,0.9357142857142857,0.694,0.684,0.01556554200942628,11565
GAT_K1_F8,GAT,1,8,8,0,114,1.0962411165237427,0.9357142857142857,0.694,0.686,0.016095583006972447,11565
GAT_K1_F8,GAT,1,8,8,0,115,1.0454612970352173,0.9357142857142857,0.692,0.682,0.015572250005789101,11565
GAT_K1_F8,GAT,1,8,8,0,116,1.0354011058807373,0.9357142857142857,0.692,0.683,0.016027624980779365,11565
GAT_K1_F8,GAT,1,8,8,0,117,1.053065299987793,0.9428571428571428,0.694,0.684,0.016169667011126876,11565
GAT_K1_F8,GAT,1,8,8,0,118,1.1101192235946655,0.9428571428571428,0.69,0.68,0.01633449998917058,11565
GAT_K1_F8,GAT,1,8,8,0,119,1.0663665533065796,0.9357142857142857,0.678,0.677,0.01550724997650832,11565
GAT_K1_F8,GAT,1,8,8,0,120,1.0769519805908203,0.9357142857142857,0.674,0.673,0.016182666004169732,11565
GAT_K1_F8,GAT,1,8,8,0,121,0.9847089648246765,0.9357142857142857,0.662,0.664,0.015488167002331465,11565
GAT_K1_F8,GAT,1,8,8,0,122,1.0293539762496948,0.9428571428571428,0.65,0.656,0.016464749991428107,11565
GAT_K1_F8,GAT,1,8,8,0,123,1.0124225616455078,0.9428571428571428,0.646,0.653,0.015817291976418346,11565
GAT_K1_F8,GAT,1,8,8,0,124,1.0120906829833984,0.9428571428571428,0.644,0.649,0.01628012501168996,11565
GAT_K1_F8,GAT,1,8,8,0,125,1.0594412088394165,0.9428571428571428,0.636,0.64,0.015718540991656482,11565
GAT_K1_F8,GAT,1,8,8,0,126,1.0137226581573486,0.9428571428571428,0.636,0.638,0.016816999996080995,11565
GAT_K1_F8,GAT,1,8,8,0,127,1.0142453908920288,0.9357142857142857,0.64,0.635,0.01575529098045081,11565
GAT_K1_F8,GAT,1,8,8,0,128,1.0177726745605469,0.9357142857142857,0.64,0.638,0.01624254198395647,11565
GAT_K1_F8,GAT,1,8,8,0,129,1.0623048543930054,0.9428571428571428,0.652,0.64,0.015704208984971046,11565
GAT_K1_F8,GAT,1,8,8,0,130,0.9673762917518616,0.9428571428571428,0.662,0.645,0.01567416702164337,11565
GAT_K1_F8,GAT,1,8,8,0,131,0.968261182308197,0.9428571428571428,0.676,0.652,0.015283709013601765,11565
GAT_K1_F8,GAT,1,8,8,0,132,1.0099138021469116,0.9428571428571428,0.682,0.654,0.015826957998797297,11565
GAT_K1_F8,GAT,1,8,8,0,133,0.9541565179824829,0.9571428571428572,0.692,0.662,0.015067500004079193,11565
GAT_K1_F8,GAT,1,8,8,0,134,1.0284392833709717,0.9571428571428572,0.696,0.664,0.015464208001503721,11565
GAT_K1_F8,GAT,1,8,8,0,135,0.9150022268295288,0.9571428571428572,0.698,0.661,0.014803625002969056,11565
GAT_K1_F8,GAT,1,8,8,0,136,0.9316084980964661,0.9571428571428572,0.702,0.667,0.015339167002821341,11565
GAT_K1_F8,GAT,1,8,8,0,137,0.9886125922203064,0.9571428571428572,0.704,0.672,0.01564762499765493,11565
GAT_K1_F8,GAT,1,8,8,0,138,0.9062420725822449,0.9571428571428572,0.706,0.671,0.016103959002066404,11565
GAT_K1_F8,GAT,1,8,8,0,139,0.9206719398498535,0.9571428571428572,0.7,0.671,0.015432999993208796,11565
GAT_K1_F8,GAT,1,8,8,0,140,0.8824577331542969,0.9571428571428572,0.696,0.673,0.01573824998922646,11565
GAT_K1_F8,GAT,1,8,8,0,141,0.9804689884185791,0.9571428571428572,0.694,0.671,0.015142666990868747,11565
GAT_K1_F8,GAT,1,8,8,0,142,0.9209213256835938,0.9571428571428572,0.692,0.672,0.01564912500907667,11565
GAT_K1_F8,GAT,1,8,8,0,143,0.9714452624320984,0.9571428571428572,0.692,0.671,0.01570124999852851,11565
GAT_K1_F8,GAT,1,8,8,0,144,0.9688568115234375,0.9571428571428572,0.69,0.664,0.016682750021573156,11565
GAT_K1_F8,GAT,1,8,8,0,145,0.8971828818321228,0.9571428571428572,0.69,0.661,0.015600292012095451,11565
GAT_K1_F8,GAT,1,8,8,0,146,0.9091200828552246,0.95,0.688,0.653,0.01651266700355336,11565
GAT_K1_F8,GAT,1,8,8,0,147,0.8460096716880798,0.95,0.682,0.652,0.015585334011120722,11565
GAT_K1_F8,GAT,1,8,8,0,148,0.8886983394622803,0.95,0.68,0.653,0.016138208011398092,11565
GAT_K1_F8,GAT,1,8,8,0,149,1.0094795227050781,0.9428571428571428,0.668,0.646,0.015478917019208893,11565
GAT_K1_F8,GAT,1,8,8,0,150,0.8831864595413208,0.9357142857142857,0.664,0.645,0.01600241698906757,11565
GAT_K1_F8,GAT,1,8,8,0,151,0.8566396236419678,0.9357142857142857,0.664,0.642,0.015593208983773366,11565
GAT_K1_F8,GAT,1,8,8,0,152,0.8910331726074219,0.9357142857142857,0.664,0.638,0.01620450001792051,11565
GAT_K1_F8,GAT,1,8,8,0,153,0.903165340423584,0.9285714285714286,0.664,0.635,0.01565270801074803,11565
GAT_K1_F8,GAT,1,8,8,0,154,0.9438326358795166,0.9285714285714286,0.66,0.631,0.015965625003445894,11565
GAT_K1_F8,GAT,1,8,8,0,155,0.8851869702339172,0.9285714285714286,0.65,0.632,0.015570458985166624,11565
GAT_K1_F8,GAT,1,8,8,0,156,0.9141064286231995,0.9285714285714286,0.652,0.63,0.01599708298454061,11565
GAT_K1_F8,GAT,1,8,8,0,157,0.8100016713142395,0.9285714285714286,0.644,0.625,0.01556537498254329,11565
GAT_K1_F8,GAT,1,8,8,0,158,0.8277818560600281,0.9285714285714286,0.642,0.623,0.01616816598107107,11565
GAT_K1_F8,GAT,1,8,8,0,159,0.8853324055671692,0.9285714285714286,0.644,0.626,0.015501457994105294,11565
GAT_K1_F8,GAT,1,8,8,0,160,0.861223042011261,0.9285714285714286,0.646,0.626,0.016320499998982996,11565
GAT_K1_F8,GAT,1,8,8,0,161,0.8370513916015625,0.9285714285714286,0.644,0.627,0.016010499995900318,11565
GAT_K1_F8,GAT,1,8,8,0,162,0.8677909970283508,0.9357142857142857,0.648,0.629,0.016175416996702552,11565
GAT_K1_F8,GAT,1,8,8,0,163,0.7874910831451416,0.9357142857142857,0.646,0.631,0.01576983300037682,11565
GAT_K1_F8,GAT,1,8,8,0,164,0.8936471939086914,0.9357142857142857,0.644,0.64,0.016140249994350597,11565
GAT_K1_F8,GAT,1,8,8,0,165,0.86179119348526,0.9428571428571428,0.646,0.645,0.015786832984304056,11565
GAT_K1_F8,GAT,1,8,8,0,166,0.8086389899253845,0.95,0.642,0.653,0.016215959010878578,11565
GAT_K1_F8,GAT,1,8,8,0,167,0.8355213403701782,0.95,0.656,0.658,0.015732083993498236,11565
GAT_K1_F8,GAT,1,8,8,0,168,0.8021746873855591,0.9571428571428572,0.666,0.661,0.016021374991396442,11565
GAT_K1_F8,GAT,1,8,8,0,169,0.7984836101531982,0.95,0.67,0.667,0.015403416007757187,11565
GAT_K1_F8,GAT,1,8,8,0,170,0.8280229568481445,0.95,0.674,0.672,0.016651750018354505,11565
GAT_K1_F8,GAT,1,8,8,0,171,0.8552245497703552,0.95,0.68,0.675,0.015338750003138557,11565
GAT_K1_F8,GAT,1,8,8,0,172,0.7956854104995728,0.95,0.682,0.68,0.016536375012947246,11565
GAT_K1_F8,GAT,1,8,8,0,173,0.7873489260673523,0.95,0.684,0.681,0.015446250006789342,11565
GAT_K1_F8,GAT,1,8,8,0,174,0.8819825649261475,0.95,0.692,0.682,0.01636916698771529,11565
GAT_K1_F8,GAT,1,8,8,0,175,0.8300777673721313,0.95,0.686,0.68,0.01543550001224503,11565
GAT_K1_F8,GAT,1,8,8,0,176,0.8962650299072266,0.9571428571428572,0.682,0.679,0.0156853329972364,11565
GAT_K1_F8,GAT,1,8,8,0,177,0.7524449825286865,0.9571428571428572,0.682,0.679,0.015188332996331155,11565
GAT_K1_F8,GAT,1,8,8,0,178,0.7622040510177612,0.9571428571428572,0.674,0.676,0.015773082996020094,11565
GAT_K1_F8,GAT,1,8,8,0,179,0.8243045210838318,0.9571428571428572,0.674,0.672,0.015415834001032636,11565
GAT_K1_F8,GAT,1,8,8,0,180,0.7915687561035156,0.9571428571428572,0.674,0.67,0.015989165985956788,11565
GAT_K1_F8,GAT,1,8,8,0,181,0.7862107753753662,0.95,0.666,0.661,0.015611832990543917,11565
GAT_K1_F8,GAT,1,8,8,0,182,0.754747211933136,0.95,0.664,0.656,0.015825459006009623,11565
GAT_K1_F8,GAT,1,8,8,0,183,0.7915987372398376,0.95,0.664,0.653,0.015498583001317456,11565
GAT_K1_F8,GAT,1,8,8,0,184,0.6735801100730896,0.95,0.658,0.649,0.01630950000253506,11565
GAT_K1_F8,GAT,1,8,8,0,185,0.7828613519668579,0.9428571428571428,0.646,0.646,0.01549129097838886,11565
GAT_K1_F8,GAT,1,8,8,0,186,0.7389363646507263,0.9428571428571428,0.646,0.642,0.01634579201345332,11565
GAT_K1_F8,GAT,1,8,8,0,187,0.8224999308586121,0.9428571428571428,0.634,0.636,0.015554125013295561,11565
GAT_K1_F8,GAT,1,8,8,0,188,0.6855818629264832,0.9357142857142857,0.63,0.634,0.01627095800358802,11565
GAT_K1_F8,GAT,1,8,8,0,189,0.7989625930786133,0.9428571428571428,0.632,0.634,0.016196125012356788,11565
GAT_K1_F8,GAT,1,8,8,0,190,0.8049763441085815,0.9428571428571428,0.638,0.64,0.016322292009135708,11565
GAT_K1_F8,GAT,1,8,8,0,191,0.7811574339866638,0.95,0.646,0.644,0.015649000008124858,11565
GAT_K1_F8,GAT,1,8,8,0,192,0.8432393670082092,0.95,0.662,0.65,0.01624929200625047,11565
GAT_K1_F8,GAT,1,8,8,0,193,0.7139677405357361,0.95,0.668,0.659,0.01562125000054948,11565
GAT_K1_F8,GAT,1,8,8,0,194,0.8193093538284302,0.95,0.666,0.664,0.01592237499426119,11565
GAT_K1_F8,GAT,1,8,8,0,195,0.7557969093322754,0.9571428571428572,0.676,0.668,0.01640104199759662,11565
GAT_K1_F8,GAT,1,8,8,0,196,0.7092687487602234,0.9642857142857143,0.676,0.674,0.016678040992701426,11565
GAT_K1_F8,GAT,1,8,8,0,197,0.660144567489624,0.9642857142857143,0.684,0.683,0.01653350002015941,11565
GAT_K1_F8,GAT,1,8,8,0,198,0.7690076231956482,0.9642857142857143,0.686,0.683,0.016468999994685873,11565
GAT_K1_F8,GAT,1,8,8,0,199,0.7227115631103516,0.9642857142857143,0.692,0.688,0.01565583297633566,11565
GAT_K1_F8,GAT,1,8,8,0,200,0.7987952828407288,0.9642857142857143,0.694,0.688,0.015909292007563636,11565
GAT_K1_F8,GAT,1,8,8,1,1,1.9467123746871948,0.24285714285714285,0.088,0.124,0.01626704100635834,11565
GAT_K1_F8,GAT,1,8,8,1,2,1.941336989402771,0.36428571428571427,0.156,0.192,0.016118291998282075,11565
GAT_K1_F8,GAT,1,8,8,1,3,1.9408756494522095,0.5071428571428571,0.28,0.296,0.015915166004560888,11565
GAT_K1_F8,GAT,1,8,8,1,4,1.9368304014205933,0.5142857142857142,0.32,0.342,0.01610345800872892,11565
GAT_K1_F8,GAT,1,8,8,1,5,1.9348597526550293,0.6071428571428571,0.402,0.424,0.015569708019029349,11565
GAT_K1_F8,GAT,1,8,8,1,6,1.9311084747314453,0.7,0.432,0.438,0.01620849999017082,11565
GAT_K1_F8,GAT,1,8,8,1,7,1.9265751838684082,0.7285714285714285,0.456,0.466,0.015182667004410177,11565
GAT_K1_F8,GAT,1,8,8,1,8,1.9247028827667236,0.7428571428571429,0.476,0.485,0.015926041989587247,11565
GAT_K1_F8,GAT,1,8,8,1,9,1.9201538562774658,0.65,0.442,0.445,0.01592549998895265,11565
GAT_K1_F8,GAT,1,8,8,1,10,1.9189963340759277,0.6428571428571429,0.424,0.429,0.01614650001283735,11565
GAT_K1_F8,GAT,1,8,8,1,11,1.9157873392105103,0.6642857142857143,0.44,0.442,0.015549083997029811,11565
GAT_K1_F8,GAT,1,8,8,1,12,1.9109880924224854,0.7,0.476,0.478,0.0157572090101894,11565
GAT_K1_F8,GAT,1,8,8,1,13,1.9061048030853271,0.7571428571428571,0.518,0.525,0.015616332995705307,11565
GAT_K1_F8,GAT,1,8,8,1,14,1.9020017385482788,0.8142857142857143,0.596,0.592,0.016036499990150332,11565
GAT_K1_F8,GAT,1,8,8,1,15,1.9053970575332642,0.85,0.662,0.666,0.015879457991104573,11565
GAT_K1_F8,GAT,1,8,8,1,16,1.898952841758728,0.9,0.62,0.65,0.01599329200689681,11565
GAT_K1_F8,GAT,1,8,8,1,17,1.8966922760009766,0.9,0.614,0.63,0.015412791020935401,11565
GAT_K1_F8,GAT,1,8,8,1,18,1.8907825946807861,0.8928571428571429,0.602,0.623,0.016572583001106977,11565
GAT_K1_F8,GAT,1,8,8,1,19,1.8818222284317017,0.9214285714285714,0.604,0.623,0.015931625006487593,11565
GAT_K1_F8,GAT,1,8,8,1,20,1.8848702907562256,0.9071428571428571,0.59,0.614,0.016109040996525437,11565
GAT_K1_F8,GAT,1,8,8,1,21,1.8731963634490967,0.9071428571428571,0.586,0.592,0.01565383400884457,11565
GAT_K1_F8,GAT,1,8,8,1,22,1.8802216053009033,0.9,0.58,0.585,0.01646316598635167,11565
GAT_K1_F8,GAT,1,8,8,1,23,1.8689874410629272,0.8857142857142857,0.58,0.584,0.015536457998678088,11565
GAT_K1_F8,GAT,1,8,8,1,24,1.8728748559951782,0.8928571428571429,0.588,0.585,0.016320666996762156,11565
GAT_K1_F8,GAT,1,8,8,1,25,1.8669915199279785,0.9142857142857143,0.604,0.605,0.015690208005253226,11565
GAT_K1_F8,GAT,1,8,8,1,26,1.8561177253723145,0.9214285714285714,0.636,0.629,0.01579024997772649,11565
GAT_K1_F8,GAT,1,8,8,1,27,1.8623920679092407,0.9285714285714286,0.666,0.657,0.015379332995507866,11565
